"Number","Question","Answer1","Answer2","DOI","Year","Author","Comments"
7,"Was lambda estimated from matrix? If yes what conclusion","yes","0.9287","10.2744/CCB-0778.1",2010,"Mogollones",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","surviving and passing from category 2 to 3 was most important","10.2744/CCB-0778.1",2010,"Mogollones",NA
9,"Pre or post breeding census","not reported","possibly post","10.2744/CCB-0778.1",2010,"Mogollones",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.2744/CCB-0778.1",2010,"Mogollones",NA
11,"What is error if one found?","can't tell",NA,"10.2744/CCB-0778.1",2010,"Mogollones",NA
12,"What metric used for fecundity?","number of female eggs per female",NA,"10.2744/CCB-0778.1",2010,"Mogollones",NA
13,"Sample size","975","total turtles from 1998-2004","10.2744/CCB-0778.1",2010,"Mogollones",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1890/08-0305.1",2010,"Sakaris","PopTools"
2,"Organism","fish","flathead catfish","10.1890/08-0305.1",2010,"Sakaris",NA
3,"Do they model an observation process for survival?","no","catch curve analysis","10.1890/08-0305.1",2010,"Sakaris",NA
4,"Do they model an observation process for fecundity?","no","linear regression model","10.1890/08-0305.1",2010,"Sakaris",NA
5,"Was uncertainty reported?","yes","on population size projections from stochastic sim","10.1890/08-0305.1",2010,"Sakaris",NA
6,"If reported, was the uncertainty complete for all parameters?","no","survival reproduction","10.1890/08-0305.1",2010,"Sakaris",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","stochastic lambda 0.970 to 1.009 depending on stochastic scenario","10.1890/08-0305.1",2010,"Sakaris",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","Survivals were more important than fecundities","10.1890/08-0305.1",2010,"Sakaris",NA
9,"Pre or post breeding census","post",NA,"10.1890/08-0305.1",2010,"Sakaris",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1890/08-0305.1",2010,"Sakaris",NA
11,"What is error if one found?",NA,NA,"10.1890/08-0305.1",2010,"Sakaris",NA
12,"What metric used for fecundity?","not reported",NA,"10.1890/08-0305.1",2010,"Sakaris",NA
13,"Sample size","935","total catfish (799 in Coosa River 136 in Ocmulgee River)","10.1890/08-0305.1",2010,"Sakaris",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1890/08-2060.1",2010,"McMurray","PopTools"
2,"Organism","sponge","Xestospongia muta","10.1890/08-2060.1",2010,"McMurray",NA
3,"Do they model an observation process for survival?","no","direct calculation","10.1890/08-2060.1",2010,"McMurray",NA
4,"Do they model an observation process for fecundity?","no","no reproduction in original matrix but do test recruitment vector","10.1890/08-2060.1",2010,"McMurray",NA
5,"Was uncertainty reported?","yes","bootstrap CI","10.1890/08-2060.1",2010,"McMurray",NA
6,"If reported, was the uncertainty complete for all parameters?","no","survival reproduction","10.1890/08-2060.1",2010,"McMurray",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","increasing when inc recruitment. 0.756 to 0.974 for survival only","10.1890/08-2060.1",2010,"McMurray",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","survival of the largest class was most important. LTRE: mortality of largest two classes most important","10.1890/08-2060.1",2010,"McMurray",NA
9,"Pre or post breeding census","not reported","doesn't include reproduction and t = 3 years","10.1890/08-2060.1",2010,"McMurray",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.1890/08-2060.1",2010,"McMurray",NA
11,"What is error if one found?",NA,NA,"10.1890/08-2060.1",2010,"McMurray",NA
12,"What metric used for fecundity?",NA,NA,"10.1890/08-2060.1",2010,"McMurray",NA
13,"Sample size","519","total sponges across 2 sites","10.1890/08-2060.1",2010,"McMurray",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1890/09-1641.1",2010,"Hunter",NA
2,"Organism","mammal","polar bear","10.1890/09-1641.1",2010,"Hunter","USEFUL POLICY QUOTES"
3,"Do they model an observation process for survival?","yes","multi-state mark recapture model","10.1890/09-1641.1",2010,"Hunter",NA
4,"Do they model an observation process for fecundity?","yes","multi-state mark recapture model output combined with estimate of litter size","10.1890/09-1641.1",2010,"Hunter",NA
5,"Was uncertainty reported?","yes","parametric bootstrap for model and parameter estimation uncertainty","10.1890/09-1641.1",2010,"Hunter",NA
6,"If reported, was the uncertainty complete for all parameters?","no","survival reproduction","10.1890/09-1641.1",2010,"Hunter","uncertainty almost certaintly exists, just not reported"
7,"Was lambda estimated from matrix? If yes what conclusion","yes","declines as ice free years increase or as poor years increase in stochastic simulations","10.1890/09-1641.1",2010,"Hunter",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","LTRE: reductions caused by reduced adult female survival and reduced breeding","10.1890/09-1641.1",2010,"Hunter",NA
9,"Pre or post breeding census","not reported","guess post as breeding is conditional on survival","10.1890/09-1641.1",2010,"Hunter",NA
10,"Life cycle correctly estimated?","not clear",NA,"10.1890/09-1641.1",2010,"Hunter",NA
11,"What is error if one found?",NA,NA,"10.1890/09-1641.1",2010,"Hunter",NA
12,"What metric used for fecundity?","addition of 2 year olds",NA,"10.1890/09-1641.1",2010,"Hunter",NA
13,"Sample size","627","individuals in study","10.1890/09-1641.1",2010,"Hunter",NA
1,"Is there an MPM in original paper?","yes","some experiment","10.1098/rspb.2009.1724",2010,"Edeline","SciLab software"
2,"Organism","fish","Esox lucius","10.1098/rspb.2009.1724",2010,"Edeline",NA
3,"Do they model an observation process for survival?","no","size dependent survival function - GAM but survival of stage 1 from literature","10.1098/rspb.2009.1724",2010,"Edeline",NA
4,"Do they model an observation process for fecundity?","no","size dependent fecundity function - GAM","10.1098/rspb.2009.1724",2010,"Edeline",NA
5,"Was uncertainty reported?","yes","SE of effect of stress","10.1098/rspb.2009.1724",2010,"Edeline",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1098/rspb.2009.1724",2010,"Edeline",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","37-56% decline in lambda under stress","10.1098/rspb.2009.1724",2010,"Edeline",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","older ages became more important under stress","10.1098/rspb.2009.1724",2010,"Edeline",NA
9,"Pre or post breeding census","not reported",NA,"10.1098/rspb.2009.1724",2010,"Edeline",NA
10,"Life cycle correctly estimated?","not clear",NA,"10.1098/rspb.2009.1724",2010,"Edeline",NA
11,"What is error if one found?",NA,"should be IPM as all body length based","10.1098/rspb.2009.1724",2010,"Edeline",NA
12,"What metric used for fecundity?","number of eggs",NA,"10.1098/rspb.2009.1724",2010,"Edeline",NA
13,"Sample size","5065","total fish of all ages","10.1098/rspb.2009.1724",2010,"Edeline",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1007/s10764-010-9461-z",2010,"Blomquist","popbio"
2,"Organism","mammal","rhesus macaques","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
3,"Do they model an observation process for survival?",NA,"direct calculation","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
4,"Do they model an observation process for fecundity?",NA,"direct calculation","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
5,"Was uncertainty reported?","yes","SE plotted for mature adult survival","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
6,"If reported, was the uncertainty complete for all parameters?","no","some survival reproduction","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","all above 1 and mixed results for rank","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","elasticity path analysis. not all results reported. highest elasticity is removal prob and mature adult survival","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
9,"Pre or post breeding census","pre",NA,"10.1007/s10764-010-9461-z",2010,"Blomquist",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1007/s10764-010-9461-z",2010,"Blomquist",NA
11,"What is error if one found?",NA,NA,"10.1007/s10764-010-9461-z",2010,"Blomquist",NA
12,"What metric used for fecundity?","survival to first census",NA,"10.1007/s10764-010-9461-z",2010,"Blomquist",NA
13,"Sample size","3964","max number in each age group summed","10.1007/s10764-010-9461-z",2010,"Blomquist",NA
1,"Is there an MPM in original paper?","yes","experiment","10.1007/s10646-010-0507-y",2010,"Duchet","PopTools"
2,"Organism","cladocera","daphnia pulex daphnia magna","10.1007/s10646-010-0507-y",2010,"Duchet","RAMAS-GIS"
3,"Do they model an observation process for survival?","no","horizontal or vertical life table","10.1007/s10646-010-0507-y",2010,"Duchet","density dependent"
4,"Do they model an observation process for fecundity?","no","horizontal or vertical life table","10.1007/s10646-010-0507-y",2010,"Duchet",NA
5,"Was uncertainty reported?","yes","some plotted but not labelled","10.1007/s10646-010-0507-y",2010,"Duchet",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1007/s10646-010-0507-y",2010,"Duchet",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","spinosad decreased lambda but over 1 for D.pulex","10.1007/s10646-010-0507-y",2010,"Duchet",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1007/s10646-010-0507-y",2010,"Duchet",NA
9,"Pre or post breeding census","post",NA,"10.1007/s10646-010-0507-y",2010,"Duchet",NA
10,"Life cycle correctly estimated?","not clear","no life cycle diagram","10.1007/s10646-010-0507-y",2010,"Duchet",NA
11,"What is error if one found?",NA,NA,"10.1007/s10646-010-0507-y",2010,"Duchet",NA
12,"What metric used for fecundity?","average number of female offspring produced by female",NA,"10.1007/s10646-010-0507-y",2010,"Duchet",NA
13,"Sample size","not reported",NA,"10.1007/s10646-010-0507-y",2010,"Duchet",NA
1,"Is there an MPM in original paper?","yes",NA,"10.2193/2008-093",2010,"Grear",NA
2,"Organism","bird","common loon","10.2193/2008-093",2010,"Grear",NA
3,"Do they model an observation process for survival?","can't tell","previous mark recapture analysis","10.2193/2008-093",2010,"Grear",NA
4,"Do they model an observation process for fecundity?","no","mixed-effects model","10.2193/2008-093",2010,"Grear",NA
5,"Was uncertainty reported?","yes","standard errors","10.2193/2008-093",2010,"Grear",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.2193/2008-093",2010,"Grear",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","1.01 (0.97 - 1.05) and 0.99 (0.96-1.02) for New Hampshire and Wisconsin","10.2193/2008-093",2010,"Grear",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","elasticity and sensitivity most sensitive to adult survival","10.2193/2008-093",2010,"Grear",NA
9,"Pre or post breeding census","post",NA,"10.2193/2008-093",2010,"Grear",NA
10,"Life cycle correctly estimated?","yes",NA,"10.2193/2008-093",2010,"Grear",NA
11,"What is error if one found?",NA,NA,"10.2193/2008-093",2010,"Grear",NA
12,"What metric used for fecundity?","number of female chicks per female","includes survival of mother, sex ratio, and breeding probability","10.2193/2008-093",2010,"Grear",NA
13,"Sample size","not reported",NA,"10.2193/2008-093",2010,"Grear",NA
1,"Is there an MPM in original paper?","yes",NA,"10.3354/meps08437",2010,"Linares",NA
2,"Organism","Alcyonacea","Paramuricea clavata","10.3354/meps08437",2010,"Linares",NA
3,"Do they model an observation process for survival?","no","direct calculation","10.3354/meps08437",2010,"Linares",NA
4,"Do they model an observation process for fecundity?","no","assumptions","10.3354/meps08437",2010,"Linares",NA
5,"Was uncertainty reported?","no",NA,"10.3354/meps08437",2010,"Linares",NA
6,"If reported, was the uncertainty complete for all parameters?",NA,NA,"10.3354/meps08437",2010,"Linares",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","declines ","10.3354/meps08437",2010,"Linares",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no","had already been done in previous analysis","10.3354/meps08437",2010,"Linares",NA
9,"Pre or post breeding census","not reported",NA,"10.3354/meps08437",2010,"Linares",NA
10,"Life cycle correctly estimated?","can't tell",NA,"10.3354/meps08437",2010,"Linares",NA
11,"What is error if one found?","can't tell",NA,"10.3354/meps08437",2010,"Linares",NA
12,"What metric used for fecundity?","new polyps",NA,"10.3354/meps08437",2010,"Linares",NA
13,"Sample size","100+","at least 100 in each plot but not clear how many plots","10.3354/meps08437",2010,"Linares",NA
1,"Is there an MPM in original paper?","yes",NA,"10.1071/WR10080",2010,"Chambers","program MARK"
2,"Organism","marsupial","tammar wallabies","10.1071/WR10080",2010,"Chambers","PopTools"
3,"Do they model an observation process for survival?","yes","multistrata mark-recapture model","10.1071/WR10080",2010,"Chambers",NA
4,"Do they model an observation process for fecundity?","no","direct calculation","10.1071/WR10080",2010,"Chambers",NA
5,"Was uncertainty reported?","yes","standard errors (delta method - survival, bootstrap fecundity)","10.1071/WR10080",2010,"Chambers",NA
6,"If reported, was the uncertainty complete for all parameters?","yes",NA,"10.1071/WR10080",2010,"Chambers",NA
7,"Was lambda estimated from matrix? If yes what conclusion","yes","road mortality decreased lambda but lambda above 1 in naval base and below in bushlands","10.1071/WR10080",2010,"Chambers",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","no",NA,"10.1071/WR10080",2010,"Chambers",NA
9,"Pre or post breeding census","post","starts month after births","10.1071/WR10080",2010,"Chambers",NA
10,"Life cycle correctly estimated?","yes",NA,"10.1071/WR10080",2010,"Chambers",NA
11,"What is error if one found?",NA,NA,"10.1071/WR10080",2010,"Chambers",NA
12,"What metric used for fecundity?","number of female offspring","times first year survival (only up to weaning - assume weaning - capture = 100%)","10.1071/WR10080",2010,"Chambers",NA
13,"Sample size","1255","total wallabies of both sexes captured","10.1071/WR10080",2010,"Chambers",NA
1,"Is there an MPM in original paper?","yes",NA,"10.3354/meps08442",2010,"Kelly",NA
2,"Organism","Patellogastropoda","Lepetodrilus fucensis","10.3354/meps08442",2010,"Kelly",NA
3,"Do they model an observation process for survival?","no","linear regression and length-frequency distributions","10.3354/meps08442",2010,"Kelly",NA
4,"Do they model an observation process for fecundity?","no","power function of actual fecundity, which is a direct calculation","10.3354/meps08442",2010,"Kelly",NA
5,"Was uncertainty reported?","yes","CI for lambda from parametric bootstrap","10.3354/meps08442",2010,"Kelly",NA
6,"If reported, was the uncertainty complete for all parameters?","no","some survival reproduction","10.3354/meps08442",2010,"Kelly","plot it for an earlier step in calculation"
7,"Was lambda estimated from matrix? If yes what conclusion","yes","slow growth = 0.94 (0.75-1.73), intermediate growth = 1.23 (0.72-1.6), fast growth = 1.58 (0.72-1.72)","10.3354/meps08442",2010,"Kelly",NA
8,"Was a sensitivity/elasticity analysis conducted? If yes what was conclusion","yes","elasticity showed most sensitive to survival of recruits","10.3354/meps08442",2010,"Kelly",NA
9,"Pre or post breeding census","birth flow",NA,"10.3354/meps08442",2010,"Kelly",NA
10,"Life cycle correctly estimated?","yes",NA,"10.3354/meps08442",2010,"Kelly",NA
11,"What is error if one found?",NA,NA,"10.3354/meps08442",2010,"Kelly",NA
12,"What metric used for fecundity?","number of female offspring produced by adult females",NA,"10.3354/meps08442",2010,"Kelly",NA
