Vital rate,Matrix position,Estimate,Uncertainty1,Uncertainty2,Uncertainty type,Method of estimation,Propagated to final matrix?,Sample size,Which model,DOI,Year,Author,Comments,
breeding probability 36,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 37,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
lambda,NA,1.04,0.976,1.103,confidence interval,not sure,NA,NA,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 1,"2,1",0.741,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 2,"3,2",0.8,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 3,"4,3",0.857,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 4,"5,4",0.75,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 5,"6,5",0.889,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 6,"7,6",0.875,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 7,"8,7",0.786,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 8,"9,8",0.727,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 9,"10,9",0.75,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 10,"11,10",0.792,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 11,"12,11",0.833,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 12,"13,12",0.808,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 13,"14,13",0.905,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 14,"15,14",0.947,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 15,"16,15",0.946,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 16,"17,16",0.944,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 17,"18,17",0.767,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 18,"19,18",0.923,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 19,"20,19",0.878,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 20,"21,20",0.833,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 21,"22,21",0.9,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 22,"23,22",0.895,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 23,"24,23",0.895,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 24,"25,24",0.895,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 25,"26,25",0.895,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 26,"27,26",0.895,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 27,"28,27",0.889,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 28,"29,28",0.882,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 29,"30,29",0.875,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 30,"31,30",0.866,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 31,"32,31",0.857,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 32,"33,32",0.762,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 33,"34,33",0.667,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 34,"35,34",0.5,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 35,"36,35",0.5,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 36,"37,36",0.25,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 37,"37,37",0,NA,NA,NA,direct calculation,NA,not clear: max 80,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 5,NA,0.685,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,211 breeding attempts from 21 females,
fertility 6,NA,0.698,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 7,NA,0.71,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 8,NA,0.72,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 9,NA,0.73,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 10,NA,0.738,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 11,NA,0.746,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 12,NA,0.752,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 13,NA,0.757,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 14,NA,0.761,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 15,NA,0.764,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 16,NA,0.766,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 17,NA,0.767,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 18,NA,0.767,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 19,NA,0.765,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 20,NA,0.763,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 21,NA,0.759,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 22,NA,0.755,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 23,NA,0.749,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 24,NA,0.742,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 25,NA,0.734,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 26,NA,0.725,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 27,NA,0.715,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 28,NA,0.703,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 29,NA,0.691,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 30,NA,0.677,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 31,NA,0.663,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 32,NA,0.647,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 33,NA,0.63,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 34,NA,0.612,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 35,NA,0.593,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 36,NA,0.573,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 37,NA,0.552,NA,NA,NA,Polynomial GLMM,NA,not clear: max 21,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 5,NA,0.62,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 6,NA,0.88,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 7,NA,0.88,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 8,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 9,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 10,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 11,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 12,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 13,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 14,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 15,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 16,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 17,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 18,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 19,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 20,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 21,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 22,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 23,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 24,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 25,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 26,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 27,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 28,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 29,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 30,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 31,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 32,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 33,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 34,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 35,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 36,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 37,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1975-2008,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival yearlings female,"2,1",0.5,NA,NA,NA,direct calculation,NA,4,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival yearlings male,"2,1",0.5,NA,NA,NA,direct calculation,NA,4,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival juveniles female,"2,2 3,2",0.5,NA,NA,NA,direct calculation,NA,4,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival juveniles male,"2,2 3,2",0.67,NA,NA,NA,direct calculation,NA,6,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 1 female,"3,3 4,3",0.93,NA,NA,NA,direct calculation,NA,15,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 1 male,"3,3 4,3",0.89,NA,NA,NA,direct calculation,NA,9,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 2 female,"4,4",0.93,NA,NA,NA,direct calculation,NA,15,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 2 male,"4,4",0.8,NA,NA,NA,direct calculation,NA,10,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
survival yearlings female,"2,1",0.8,NA,NA,NA,direct calculation,NA,5,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival yearlings male,"2,1",0.86,NA,NA,NA,direct calculation,NA,7,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival juveniles female,"2,2 3,2",0.5,NA,NA,NA,direct calculation,NA,6,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival juveniles male,"2,2 3,2",0.5,NA,NA,NA,direct calculation,NA,2,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 1 female,"3,3 4,3",0.77,NA,NA,NA,direct calculation,NA,13,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 1 male,"3,3 4,3",0.7,NA,NA,NA,direct calculation,NA,30,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 2 female,"4,4",0.68,NA,NA,NA,direct calculation,NA,25,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 2 male,"4,4",0.77,NA,NA,NA,direct calculation,NA,13,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
survival yearlings female,"2,1",0.67,NA,NA,NA,direct calculation,NA,3,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival yearlings male,"2,1",0.67,NA,NA,NA,direct calculation,NA,6,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival juveniles female,"2,2 3,2",0.33,NA,NA,NA,direct calculation,NA,6,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival juveniles male,"2,2 3,2",0.33,NA,NA,NA,direct calculation,NA,3,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 1 female,"3,3 4,3",0.63,NA,NA,NA,direct calculation,NA,16,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 1 male,"3,3 4,3",0.38,NA,NA,NA,direct calculation,NA,21,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 2 female,"4,4",0.58,NA,NA,NA,direct calculation,NA,26,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
survival adults 2 male,"4,4",0.78,NA,NA,NA,direct calculation,NA,9,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
fecundity adult 1,"1,3",1.83,NA,NA,NA,direct calculation,NA,15,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
fecundity adult 2,"1,4",1.75,NA,NA,NA,direct calculation,NA,15,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
fecundity adult 1,"1,3",1.57,NA,NA,NA,direct calculation,NA,20,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
fecundity adult 2,"1,4",1.55,NA,NA,NA,direct calculation,NA,20,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
fecundity adult 1,"1,3",0.88,NA,NA,NA,direct calculation,NA,18,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
fecundity adult 2,"1,4",1.14,NA,NA,NA,direct calculation,NA,18,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
lambda,NA,1.2,0.89,1.51,confidence interval,analytical method,NA,NA,2001-2002,10.1655/09-005.1,2010,Zamora-Abrego,,
lambda,NA,1.14,0.81,1.47,confidence interval,analytical method,NA,NA,2002-2003,10.1655/09-005.1,2010,Zamora-Abrego,,
lambda,NA,0.78,0.59,0.97,confidence interval,analytical method,NA,NA,2003-2004,10.1655/09-005.1,2010,Zamora-Abrego,,
fertility,"1,3 1,4",0.72,0.2,NA,standard deviation,direct calculation,yes,39,NA,10.1644/09-MAMM-A-047.1.,2010,Corti,used standard deviation for parametric bootstrap,
survival fawns,"1,3 1,4",0.13,0.18,NA,standard deviation,kaplan meier procedure,yes,39,NA,10.1644/09-MAMM-A-047.1.,2010,Corti,do investigate 3 scenarios and claim it is uncertainty but it isn't,
survival yearlings,"2,1",0.88,0.13,NA,standard deviation,kaplan meier procedure,yes,5,NA,10.1644/09-MAMM-A-047.1.,2010,Corti,,
survival juveniles,"3,2",0.91,0.16,NA,standard deviation,kaplan meier procedure,yes,8,NA,10.1644/09-MAMM-A-047.1.,2010,Corti,,
survival adults,"3,3",0.94,0.07,NA,standard deviation,kaplan meier procedure,yes,36,NA,10.1644/09-MAMM-A-047.1.,2010,Corti,,
lambda,NA,1.01,0.84,1.17,confidence interval,parameteric bootstrap,NA,NA,NA,10.1644/09-MAMM-A-047.1.,2010,Corti,,
stochastic lambda,NA,1.002,NA,NA,NA,NA,NA,NA,Coosa River favourable,10.1890/08-0305.1,2010,Sakaris,plotted only for pop size not growth rate,
stochastic lambda,NA,0.999,NA,NA,NA,NA,NA,NA,Coosa River variable,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,0.997,NA,NA,NA,NA,NA,NA,Coosa River unfavourable,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,1.004,NA,NA,NA,NA,NA,NA,Ocmulgee River favourable,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,0.999,NA,NA,NA,NA,NA,NA,Ocmulgee River variable,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,0.993,NA,NA,NA,NA,NA,NA,Ocmulgee River unfavourable,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,1.009,NA,NA,NA,NA,NA,NA,Coosa River variable harvest,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,0.997,NA,NA,NA,NA,NA,NA,Ocmulgee River variable harvest,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,1,NA,NA,NA,NA,NA,NA,Coosa River slot limit,10.1890/08-0305.1,2010,Sakaris,,
stochastic lambda,NA,0.97,NA,NA,NA,NA,NA,NA,Ocmulgee River increased fishing,10.1890/08-0305.1,2010,Sakaris,,
stage 1 to 2,"2,1",0.0000548,NA,NA,NA,catch curve analysis,NA,not clear,Coosa River,10.1890/08-0305.1,2010,Sakaris,,
stage 2 stasis,"2,2",0.319,NA,NA,NA,catch curve analysis,NA,not clear,Coosa River,10.1890/08-0305.1,2010,Sakaris,,
